tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TIK5175,"Buenos Tardes
De manera muy amable solicito realizar el cargue de Tickets para EMAS PASTO enviado en el adjunto. Algunas de las HRECs contienen Tickets, por tanto solicito amablemente no eliminar ningún Tickets de las HRECs consignadas, solo insertar los nuevos.
Una vez se realice el cargue, se solicita amablemente cerrar todas las hojas de recolección",1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenos tardes manera amable solicito realizar cargue tickets esas pasto enviado adjunto eres contienen tickets solicito amablemente eliminar ningun tickets eres consignadas solo insertar nuevos vez realice cargue solicita amablemente cerrar todas hojas recolección
TIK5177,Aseo Urbano reporta que el conductor con cedula  1094161795 no puede registrarse en la tablet,1053784629,No inicia sesion un usuario en movilidad,NCB,Veolia (antiguo Grupo Sala),Geoaseo,Sistema,aseo urbano reporta conductor cedula puede registrarse tablet
TIK5180,Por favor realizar el cambio de RG04 a RG07 en las OTS indicadas,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor realizar cambio rg rg ots indicadas
TIK5179,Solicitamos de manera muy amable el favor de eliminar la siguiente OT_1082793 dado que se encuentra duplicada.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicitamos manera amable favor eliminar siguiente ot_1082793 dado encuentra duplicada
TIK5294,Remito nuevamente plantilla con el memo 47493 ,1053811887,Carga de datos masiva,CD,CAR de Boyacá,Geoambiental,Datos,remito nuevamente plantilla memo
TIK5178,"Me permito solicitar reporte de las tablas memo y pase de expedientes,  se requiere únicamente el ultimo pase de cada expediente.",1053811887,Configuración de nuevo Reporte,NR,CAR de Boyacá,Geoambiental,Reporte,permito solicitar reporte tablas memo pase expedientes requiere unicamente ultimo pase cada expediente
TIK4726,"en la reunion que tuvimos con el cliente nos solicitaron lo siguiente con relacion a las capas de TNC:
1. los poligonos de las capas no deben tener relleno sino solo estar delineadas, para que por fis vuelvas a publicar.
2. debemos tener dos servicios capas TNC (el servicio actual) y crear un nuevo servicio para el visor publico, este nuevo servicio para el visor publico deberá tener solo las siguientes capas:- predio beneficiario- proyecto",1053771474,"Publicación de servicios, capas",SS,TNC - The nature Conservancy,Geoambiental,Servicios,reunion cliente solicitaron siguiente relación capas toc 1 polígonos capas deben tener relleno sino solo delineadas fis vuelvas publicar 2 debemos tener dos servicios capas toc servicio actual crear nuevo servicio visor publico nuevo servicio visor publico debera tener solo siguientes capas predio beneficiario proyecto
TIK5181,De acuerdo a conversación telefónica adjunto archivo corregido para la OT_1094244¸por favor me colaboras realizando el cambio en la OT debido a que esta ya fue gestionada el día de ayer 18-02-2020.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,acuerdo conversación telefonica adjunto archivo corregido ot_1094244 favor colaboras realizando cambio ot debido gestionada dia ayer
TIK5105,"- En los titulos de los formularios organizar los titulos tienen mayusculas intermedias.
- en el formulario Predio beneficiario adicionar un campo de texto Notas al propietario. Fue actualizado el dashboard y diccionario de datos.
- configurar en el menu ",1053771474,1- Nuevo requerimiento,NR,TNC - The nature Conservancy,Geoambiental,Nuevo requerimiento,titulos formularios organizar titulos mayusculas intermedias formulario predio beneficiario adicionar campo texto notas propietario actualizado dashboard diccionario datos configurar menu principal flotante logos vivo cuenca proyecto ganadería toc pedi dani correo pendiente
TIK6636,Nos encontramos realizando PNC de la ot_1001675 y no es posible visualizar el registro fotográfico motivo por el cual se requiere el suministro de esta información por parte de sigma.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,encontramos realizando pc ot_1001675 posible visualizar registro fotografico motivo requiere suministro información parte sigma
TIK5184,"Ajuste Perfil; Solicito de su amable colaboración debido a que cambie de correo electrónico corporativo, el dia de hoy geolumina me solicitó el cambio de la contraseña, el cual realice pero me enviaron un toquen a mi correo anterior y este correo ya no está habilitado.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,ajuste perfil solicito amable colaboración debido cambie correo electronico corporativo dia hoy geolumina solicito cambio contraseña realice enviaron toquen correo anterior correo habilitado
TIK5185,"Por favor validar el caso en GEOLUMINA de la OT_1079810, la cual ya estaba gestionada y volvió aparecer en la bandeja del gestionador sin motivo o devolución aparente.

 ",1053860140,Calculo erroneo en formulario,NCB,Codensa,Geolumina,Formulario,favor validar caso geolumina ot_1079810 gestionada volvio aparecer bandeja gestionado motivo devolución aparente
TIK5186,incumplimientos reportados por frecuencia  Al verificar en Geoaseo veo que no se cumple lo indicado en el reporte,1053792868,Datos erroneos en reporte,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,incumplimientos reportados frecuencia verificar gaseo veo cumple indicado reporte
TIK5380,No carga el sistema,1053811887,No carga el sistema,NCA,CAR de Boyacá,Geoambiental,Sistema,carga sistema
TIK5455,Informe de infraestructura de invama para el mes de febrero,16079538,,,INVAMA Instituto de Valorización de Manizales,Geolumina,,informe infraestructura invada mes febrero
TIK5187,DESBLOQUEO DE USUARIO; solicitó desbloquear el usuario por favor CO 1014301686,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario solicito desbloquear usuario favor co
TIK5188,Consulta; Agradezco establecer el nombre del solicitante para esta OT en Geolumina.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,consulta agradezco establecer nombre solicitante ot geolumina
TIK2512,Implementación del widget generador de certificados.,1053811887,1- Nuevo requerimiento,NR,CAR de Bogotá,Geoambiental,Nuevo requerimiento,implementación midget generador certificados
TIK5189,"DESBLOQUEO DE USUARIO; El presente es para solicitar colaboración con el mensaje que aparece en la imagen
usuario bloqueado Killiam Eduardo Prieto Rodríguez",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario presente solicitar colaboración mensaje aparece imagen usuario bloqueado william eduardo prieto rodriguez
TIK5121,Cordial saludo solicito su colaboración para realizar el cargue de tickets de báscula para la ciudad de Manizales,1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,cordial saludo solicito colaboración realizar cargue tickets bascula ciudad maizales
TIK5192,ELIMINACIÓN USUARIO; Agradezco de su gestión para dar de baja al usuario Erika Ayala Jimenez,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,eliminación usuario agradezco gestion dar baja usuario erika avala himeneo
TIK5190,"CAMBIO DE ESTADO; Solicitó amablemente el cambio de estado de la orden OT_1089228, que está en estado devuelta, ya que al estar en este estado no me deja Aprobar la orden.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,cambio solicito amablemente cambio orden ot_1089228 devuelta deja aprobar orden
TIK6642,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CALI

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC

Quedo atento",1053784629,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cali rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec quedo atento
TIK6897,"Agradezco de su acostumbrada gestión para realizar las siguientes configuraciones en la plataforma Geolumina con prioridad alta ya que por temas de operación se requieren con urgencia:

·         Actualizar Pop Up del módulo de coordinación para que muestre los datos del módulo de solicitud de actualización

·         Validar la carga masiva de actualización para que solo permita cargar los orígenes declarados en el módulo de actualización

·         Validar que los siguientes campos sean obligatorios en todos los orígenes donde se muestren: NO PDL/TET, NO. INCREMENTO AGP, NO TICKET GESI

·         Realizar la configuración del campo NO. INCREMENTO AGP como Numérico que valide la longitud del campo y solo reciba códigos AGP de 10 dígitos (ni más ni menos), que inicien por 200.

·         Para el Origen Cumplimentación solo se permita crear la OT cuando se valide que el número AGP se encuentra en la base de datos de Geolumina con una OT de Origen Actualización PDL/TeT, de lo contrario mostrar un mensaje al usuario indicándole que no puede crear la OT sin antes tener una OT con Origen Actualización PDL/TeT con ese AGP.

·         Para el Origen Incremento por Emergencia solo se permita crear la OT cuando se valide que el número AGP NO se encuentra en la base de datos de Geolumina con una OT de Origen Actualización PDL/TeT, de lo contrario mostrar un mensaje al usuario indicándole que no puede crear la OT porque ya existe una OT con Origen Actualización PDL/TeT para ese AGP.",1053860140,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,agradezco acostumbrada gestion realizar siguientes configuraciones plataforma geolumina prioridad alta temas operación requieren urgencia actualizar pop up modulo coordinación muestre datos modulo solicitud actualización validar carga masiva actualización solo permita cargar origenes declarados modulo actualización validar siguientes campos obligatorios origenes muestren pol tet incremento agh ticket desi realizar configuración campo incremento agh numerito valide longitud campo solo reciba codigos agh digitos mas menos inicien origen cumplimentacion solo permita crear ot valide numero agh encuentra base datos geolumina ot origen actualización pol tet contrario mostrar mensaje usuario indicándole puede crear ot tener ot origen actualización pol tet agh origen incremento emergencia solo permita crear ot valide numero agh encuentra base datos geolumina ot origen actualización pol tet contrario mostrar mensaje usuario indicándole puede crear ot existe ot origen actualización pol tet agh
TIK6996,"Cordial saludo, adjunto cargue de ciclos para Cartagena",1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,cordial saludo adjunto cargue ciclos cartagena
TIK9595,Revision de gps,1059712201,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,revision gps
TIK7033,desbloqueo de usuario 1022378727,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario
TIK9711,debido a la falla temporal que se nos presenta agradezco me generes las Ots de la plantilla adjunta (actualizaciones MT) mediante el cargue masivo con el siguiente usuario,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,debido falla temporal presenta agradezco generes ots plantilla adjunta actualizaciones mt mediante cargue masivo siguiente usuario
TIK6531,"Favor me ayuda a cambiar el dia de gestión de la siguiente OT para el 30-04-20, para que entre en la facturación de abril.

 ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor ayuda cambiar dia gestion siguiente ot facturación abril
TIK5157,"Haciendo una revisión aleatoria, evidenciamos que hay clientes que no les figura el aforo enviado en estos archivos, por lo que agradecemos que ustedes de una manera masiva nos puedan certificar que si quedo todo el aforo ingresado.",1053784629,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,haciendo revision aleatoria evidencias clientes figura aforo enviado archivos agradecemos ustedes manera masiva puedan certificar si quedo aforo ingresado
TIK5196,"Solicitamos su colaboración con el fin de obtener los soportes asociados a la OT_1031703 generada el 03/04/2019
Agradezco informar si esta OT se encuentra dentro de los históricos en la plataforma o en transaccional.

",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicitamos colaboración fin obtener soportes asociados ot_1031703 generada agradezco informar si ot encuentra dentro historicos plataforma transaccional
TIK5197,"solicito la información relacionada con la OT_ 1016788, EL TIPO, proyecto, alcance nivel de tensión, solicitante, gestionador y soportes de la orden.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito información relacionada ot tipo proyecto alcance nivel tension solicitante gestionado soportes orden
TIK5194,Favor incluir el usuario solicitante para cada uno de los registros del adjunto,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor incluir usuario solicitante cada registros adjunto
TIK5198,"Cordial saludo, solicito su colaboración para realizar el cargue de ciclos adjunto para la ciudad de Cartagena. ",1053784629,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,cordial saludo solicito colaboración realizar cargue ciclos adjunto ciudad cartagena
TIK6898,"enviar la calibración a los siguientes vehículos de Manizales:

1672
1666
1633",1053771474,Configuración de equipos GPS,CON,Veolia (antiguo Grupo Sala),Geoaseo,GPS,enviar calibración siguientes vehiculos maizales 1672 1666 1633
TIK5199,CREACIÓN DE USUARIO; Favor habilitar solo en módulo de usuarios Enel para el usuario descrito anteriormente CARLOS ARTURO PRIETO GARZON  ,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,creación usuario favor habilitar solo modulo usuarios enel usuario descrito anteriormente carlos arturo prieto garzón
TIK9259,Informe de Soporte y Mantenimiento mes de Septiembre,1004521241,"Generar reporte, informe, datos solicitado por el cliente",SS,Sociedad aguas del norte antioqueno,Geoaseo,Reporte,informe soporte mantenimiento mes septiembre
TIK9321,Verificación de tablero de respuesta rápida no muestra información,1059712201,No cargan los datos correctamente en la aplicación,NCC,Aseo Global Colombia SA ESP,Geoaseo,App,verificación tablero respuesta rapida muestra información
